chr1:910001:930001	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,86,31,86,42,0,0,0,0,38,49,200,178,0,0,0,0,176,154,0,13,35,41,33,62,200,84,7,73,0,0,65,87,0,121,0,0,85,97,26,154,0,0,0,146,109,0,152,34,0,0,0,0,0,0,0,0,0,1
chr1:1240001:1260001	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,170,43,52,144,0,0,0,0,0,14,200,52,0,0,0,0,0,0,0,0,0,8,105,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1:1840001:1860001	0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,66,68,0,0,102,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1:2110001:2130001	50,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,139,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1:2950001:2970001	0,0,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,93,0,102,200,200,200,200,147,0,141,157,0,191,41,0,0,0,0,0,0,0,84,200,87,0,0,67,75,200,200,200,200,200,200,200,200,200,198,200,200,200,200,200,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,1
chr1:3350001:3370001	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,99,0,0,0,0,0,0,0,0,0,101,200,200,44,56,200,200,129,200,87,0,84,78,177,137,0,184,200,39,57,200,200,200,200,200,200,200,200,34,63,200,200,60,32,200,81,0,114,118,200,171,0,0,130,35,0,0,0,0,0,0,0,0,1
chr1:5510001:5530001	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,164,0,0,0,0,0,95,85,0,0,61,55,0,0,66,200,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,15,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,101,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1:6040001:6060001	0,0,190,49,17,164,0,0,55,200,198,70,6,200,200,200,105,0,20,200,180,112,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,47,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,113,96,0,0,0,0,0,0,0,0,1
chr1:6730001:6750001	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,200,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,95,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,200,200,73,0,0,1
chr1:8020001:8040001	59,200,104,0,94,158,67,0,0,0,0,0,0,0,0,0,0,0,30,73,0,0,17,200,56,0,0,0,0,0,0,0,0,0,145,200,200,146,0,0,0,0,0,0,0,22,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,200,135,105,0,0,1
chr1:8420001:8440001	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,59,52,200,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1:8930001:8950001	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,51,0,0,0,0,0,0,15,0,0,124,0,0,0,0,0,0,37,109,0,1
chr1:10550001:10570001	109,0,0,0,0,0,0,0,0,0,0,0,0,22,200,200,200,86,43,200,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1:11080001:11100001	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,73,45,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,13,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,147,99,0,0,0,1
chr1:11330001:11350001	0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,0,0,0,0,0,0,0,0,0,0,52,82,114,0,197,200,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,70,29,200,158,140,187,200,200,200,200,200,195,179,200,163,0,0,0,0,0,0,0,0,129,193,0,0,176,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,200,155,0,0,1
chr1:12150001:12170001	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,200,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,200,63,200,200,200,199,0,0,33,0,0,0,0,0,0,0,0,0,0,0,95,49,0,0,119,137,0,110,0,152,200,38,0,0,0,0,0,0,0,0,179,174,200,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1
chr1:12340001:12360001	0,0,0,0,4,200,200,200,168,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,11,0,0,157,94,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,200,200,200,46,191,21,0,0,0,29,90,0,0,0,47,200,163,0,0,0,42,1
chr1:13970001:13990001	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,151,137,113,0,0,167,142,200,90,10,200,200,200,56,35,200,200,99,0,0,0,0,0,0,0,0,54,200,173,0,0,0,0,132,200,200,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,62,0,53,0,0,178,200,22,1
chr1:14370001:14390001	149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,200,200,169,0,191,100,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,41,113,0,0,13,80,162,55,0,0,0,0,0,0,0,0,0,0,24,163,77,58,0,0,0,133,11,0,0,0,1
chr1:15430001:15450001	0,0,0,0,0,0,0,181,200,200,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,66,38,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1:15850001:15870001	0,0,0,0,0,0,0,0,0,0,0,0,179,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,60,0,0,0,0,0,55,200,200,1
chr1:16100001:16120001	6,146,0,142,164,0,0,0,0,0,0,0,0,0,24,52,0,0,0,100,0,0,0,0,49,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,87,108,0,0,87,149,0,0,0,49,77,0,0,0,0,0,0,0,1
chr1:16380001:16400001	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,200,200,200,200,200,200,200,114,0,0,0,0,0,0,0,0,0,0,27,200,35,0,0,0,0,0,108,50,0,0,0,0,0,0,0,0,0,0,0,0,43,89,0,0,0,0,0,0,1
chr1:17370001:17390001	0,0,0,0,0,0,0,82,200,19,0,0,0,0,127,192,0,58,0,25,0,0,130,200,200,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,162,0,0,0,0,0,0,0,0,0,0,0,8,192,172,125,0,0,0,0,0,0,0,0,0,0,0,0,0,91,61,0,131,0,0,0,0,0,46,0,1
chr1:17730001:17750001	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1:17970001:17990001	0,0,0,0,0,0,0,0,0,0,34,0,53,0,0,0,106,107,0,0,165,131,0,0,0,0,0,0,0,0,165,200,200,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,22,61,0,0,0,0,0,37,10,0,0,0,0,0,0,0,103,200,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1:18540001:18560001	0,0,0,0,0,0,0,0,0,155,200,119,185,200,200,94,0,0,63,0,0,0,74,0,79,186,200,177,200,192,138,0,0,0,0,127,200,10,0,0,0,0,0,0,0,0,0,0,0,0,54,10,0,7,200,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,80,0,0,0,1
chr1:18880001:18900001	200,195,0,0,0,37,88,196,0,0,0,0,189,200,96,117,0,0,88,18,172,0,0,0,0,0,0,7,200,70,104,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,65,0,0,0,0,0,0,0,0,0,113,96,0,0,51,186,125,0,0,0,0,0,139,0,0,0,0,9,1
