chr1:1010001:1030001	1,1
chr1:1280001:1300001	7,1
chr1:1840001:1860001	3,1
chr1:2110001:2130001	9,1
chr1:2330001:2350001	2,1
chr1:2720001:2740001	0,1
chr1:3980001:4000001	1,1
chr1:6090001:6110001	3,1
chr1:7260001:7280001	0,1
chr1:7710001:7730001	6,1
chr1:8020001:8040001	2,1
chr1:8410001:8430001	0,1
chr1:9160001:9180001	0,1
chr1:10230001:10250001	0,1
chr1:10540001:10560001	0,1
chr1:11080001:11100001	0,1
chr1:11340001:11360001	0,1
chr1:12150001:12170001	0,1
chr1:12360001:12380001	0,1
chr1:13910001:13930001	4,1
chr1:15420001:15440001	0,1
chr1:15880001:15900001	0,1
chr1:16100001:16120001	0,1
chr1:16380001:16400001	0,1
chr1:17380001:17400001	1,1
chr1:17810001:17830001	0,1
chr1:18900001:18920001	0,1
chr1:19200001:19220001	2,1
chr1:19650001:19670001	0,1
chr1:20010001:20030001	0,1
chr1:21010001:21030001	0,1
chr1:22000001:22020001	0,1
chr1:22420001:22440001	0,1
chr1:23280001:23300001	1,1
chr1:24080001:24100001	0,1
chr1:24510001:24530001	4,1
chr1:24730001:24750001	23,1
chr1:24960001:24980001	3,1
chr1:25840001:25860001	0,1
chr1:26340001:26360001	1,1
chr1:26880001:26900001	1,1
chr1:27260001:27280001	0,1
chr1:27720001:27740001	0,1
chr1:27980001:28000001	4,1
chr1:28170001:28190001	0,1
chr1:28360001:28380001	0,1
chr1:29190001:29210001	0,1
chr1:30860001:30880001	0,1
chr1:31230001:31250001	1,1
chr1:31450001:31470001	0,1
chr1:32100001:32120001	3,1
chr1:32660001:32680001	5,1
chr1:33330001:33350001	3,1
chr1:34140001:34160001	0,1
chr1:35310001:35330001	4,1
chr1:35640001:35660001	3,1
chr1:35890001:35910001	0,1
chr1:36280001:36300001	0,1
chr1:36550001:36570001	1,1
chr1:36960001:36980001	0,1
chr1:38480001:38500001	0,1
chr1:39300001:39320001	0,1
chr1:39550001:39570001	0,1
chr1:40020001:40040001	7,1
chr1:40260001:40280001	0,1
chr1:40520001:40540001	0,1
chr1:41280001:41300001	0,1
chr1:41480001:41500001	4,1
chr1:41720001:41740001	0,1
chr1:41990001:42010001	0,1
chr1:42630001:42650001	1,1
chr1:43220001:43240001	5,1
chr1:43680001:43700001	0,1
chr1:44200001:44220001	0,1
chr1:44500001:44520001	0,1
chr1:45230001:45250001	5,1
chr1:45770001:45790001	0,1
chr1:46070001:46090001	2,1
chr1:46480001:46500001	0,1
chr1:46850001:46870001	1,1
chr1:47310001:47330001	0,1
chr1:47890001:47910001	3,1
chr1:48740001:48760001	0,1
chr1:49000001:49020001	0,1
chr1:51200001:51220001	0,1
chr1:51780001:51800001	6,1
chr1:52280001:52300001	0,1
chr1:52530001:52550001	0,1
chr1:52860001:52880001	4,1
chr1:53360001:53380001	0,1
chr1:53690001:53710001	2,1
chr1:53910001:53930001	1,1
chr1:54540001:54560001	0,1
chr1:55550001:55570001	0,1
chr1:57040001:57060001	1,1
chr1:57280001:57300001	1,1
chr1:58960001:58980001	0,1
chr1:59750001:59770001	8,1
chr1:60420001:60440001	0,1
chr1:61500001:61520001	0,1
chr1:62120001:62140001	1,1
chr1:62330001:62350001	0,1
chr1:62610001:62630001	0,1
chr1:62920001:62940001	0,1
chr1:63290001:63310001	0,1
chr1:64050001:64070001	2,1
chr1:64710001:64730001	0,1
chr1:65290001:65310001	0,1
chr1:65510001:65530001	2,1
chr1:65690001:65710001	0,1
chr1:65890001:65910001	0,1
chr1:66420001:66440001	0,1
chr1:66950001:66970001	0,1
chr1:67200001:67220001	1,1
chr1:67440001:67460001	0,1
chr1:67670001:67690001	0,1
chr1:67980001:68000001	0,1
chr1:68300001:68320001	1,1
chr1:68570001:68590001	0,1
chr1:68880001:68900001	0,1
chr1:70690001:70710001	0,1
chr1:76530001:76550001	10,1
chr1:77600001:77620001	0,1
chr1:78160001:78180001	0,1
chr1:78400001:78420001	0,1
chr1:79130001:79150001	0,1
chr1:84360001:84380001	0,1
chr1:84600001:84620001	2,1
chr1:84900001:84920001	0,1
chr1:85070001:85090001	1,1
chr1:85230001:85250001	0,1
chr1:85750001:85770001	0,1
chr1:86850001:86870001	4,1
chr1:87220001:87240001	0,1
chr1:87570001:87590001	0,1
chr1:88620001:88640001	0,1
chr1:89060001:89080001	0,1
chr1:89420001:89440001	0,1
chr1:90260001:90280001	0,1
chr1:91460001:91480001	0,1
chr1:91950001:91970001	3,1
chr1:92440001:92460001	0,1
chr1:92760001:92780001	4,1
chr1:93100001:93120001	0,1
chr1:93300001:93320001	2,1
chr1:93730001:93750001	0,1
chr1:94080001:94100001	1,1
chr1:94480001:94500001	0,1
chr1:94960001:94980001	0,1
chr1:95290001:95310001	1,1
chr1:95510001:95530001	1,1
chr1:98520001:98540001	0,1
chr1:99630001:99650001	0,1
chr1:100260001:100280001	0,1
chr1:100590001:100610001	4,1
chr1:100920001:100940001	0,1
chr1:101480001:101500001	4,1
chr1:108060001:108080001	0,1
chr1:109290001:109310001	0,1
chr1:110070001:110090001	1,1
chr1:110670001:110690001	0,1
chr1:111560001:111580001	0,1
chr1:111750001:111770001	2,1
chr1:111990001:112010001	6,1
chr1:112340001:112360001	0,1
chr1:112910001:112930001	0,1
chr1:113250001:113270001	6,1
chr1:113650001:113670001	0,1
chr1:114240001:114260001	0,1
chr1:114510001:114530001	3,1
chr1:114880001:114900001	0,1
chr1:115290001:115310001	6,1
chr1:115660001:115680001	0,1
chr1:116340001:116360001	0,1
chr1:116670001:116690001	0,1
chr1:117100001:117120001	3,1
chr1:117850001:117870001	0,1
chr1:118520001:118540001	0,1
chr1:120130001:120150001	1,1
chr1:144890001:144910001	0,1
chr1:145110001:145130001	0,1
chr1:145380001:145400001	2,1
